period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated
2023-11-01,2023-11-30,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,416501.281219259,0.0005057591678632,0.0347793943542045,427683.515655241,0.0047157958961641,0.0343763550941043,229.142294547121,-0.0036892545527261,0.0398259056153511,236.931139708167,0.0079322843286071,0.0497726924365455,407508.340248164,0.0020147743940126,-0.0456290296583027,472404.05816808896,0.0111632482937775,-0.0032195253963979,541483.975506322,0.039321817741498,0.052064997941208,1095196.39402326,0.0575921058787338,-0.0548673157265973,2.63393171951641,0.0670365870211,-0.0277349346364799,35.5166476257778,1.0,-1.0,0.993620540756778,-0.001921143918006,0.0049389754954349,0.322252450909985,-0.012490114573774,0.0271622303404009,0.164401002663426,0.0097093452656419,-0.012079728329871,0.421754233392843,-0.0209626739317559,0.028245993398008,,,2024-08-14 00:00:00
2018-10-01,2018-10-31,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,281032.052952917,0.0011326118932575,0.0366748391482254,297847.094508326,0.0014942581703656,0.0502783143499869,153.720087801388,0.0077610966537156,0.0467478446632951,160.173863944802,0.0002590206190962,0.0527029552096056,496350.404686358,-0.0068570302053264,-0.0373125565075687,571002.014620831,-0.0125940347351126,-0.0663632982214267,617854.334783318,0.0045174033251145,0.0257937885800341,1547981.02277658,0.0114599830086423,0.0550675172454098,3.14916413441814,0.0755705874040701,0.2323359204486901,44.0974675101317,2.0,0.0,0.983339677388548,-0.000279083359995,-0.000790432228412,0.2339470825879859,-0.003161445582745,-0.011280365509398,0.1553931247653579,0.0064241254103049,0.0387600373287889,0.336801286321039,-0.0073769436247009,-0.000991505526648,,,2024-08-14 00:00:00
2018-05-01,2018-05-31,30,national,11,1400,t, National,National,U.S.,US,Townhouse,13,254282.017574745,-0.00214437934992,0.0759254812690115,260745.756518451,-0.0075946931522304,0.056473081738716,157.664153673863,-0.0025649058986052,0.0658316903445101,160.547284378279,-0.0041107751505177,0.0493594413999445,48714.8101746132,-0.0067710900739285,0.039363814402572,54358.841049976094,-0.0295294804587615,0.0400967717263929,58364.7761654226,0.0201209839238936,0.0324055526506319,109689.460910597,0.0132774826377206,-0.0910002026699657,2.28984620868384,0.0374508433395499,-0.3038609037958504,31.2427558551114,1.0,-5.0,0.9888137265835109,5.337539478200704e-05,0.0026996486474439,0.2756268987402459,-0.001689880798795,0.0150051634320679,0.125770271648705,0.0050328801474959,0.0432160849758875,0.3993870642227649,0.0001245818367119,0.075720271976493,,,2024-08-14 00:00:00
2015-05-01,2015-05-31,30,national,11,1400,t, National,National,U.S.,US,Single Family Residential,6,239212.98115562,0.0051895503801013,0.0835167947888628,251826.077281442,0.0043225701903433,0.0572900189740144,120.718864474556,0.0009104995369895,0.0705994063829566,125.836197836326,0.0048655839676288,0.0511611581959936,373666.547676578,0.0110575250147522,0.1082428347835835,459968.89920441,-0.0038070934543974,0.1131460102563552,497476.810074408,0.0136168366507463,0.0673750328674178,1537970.43610382,0.0117752416622336,0.0337717310066487,4.15315125709158,-0.0192860195090895,-0.3279994509311094,59.8493996983499,-2.0,-4.0,0.9751330170275428,6.386746340192317e-05,0.0034077053967899,0.211547677169849,0.000869879974511,0.015653312115787,0.117672022899126,0.0032912080523639,0.0243549768229825,0.234383477761683,0.00465350039798,0.053926080023282,,,2024-08-14 00:00:00
2019-12-01,2019-12-31,30,national,11,1400,t, National,National,U.S.,US,Townhouse,13,274431.310864062,0.0048266343938276,0.0696340866978915,280083.461337252,0.0045692320395607,0.0624226885618377,167.536093571569,0.0040014165156025,0.0598463735161132,170.200447492361,0.0020989410124272,0.0539963584593874,52381.5944331134,0.0469102714289659,0.1515824880095049,59118.616063228896,-0.0175195072781852,0.1393748700493553,56249.1577623648,-0.060781858054126,0.0505041760669178,119512.391329691,-0.0374070273146842,-0.0186741857167791,2.37700424152796,-0.0905247220129297,-0.4293898547786598,39.024068509498,-1.0,1.0,0.990351335516872,0.000751666365459,0.002968166597036,0.258791721951296,0.006789103730578,0.012948655799223,0.1223170876982619,-0.0035986669136469,-0.009551441642508,0.3707713531545789,-0.0113642782504509,-0.017160303307372,,,2024-08-14 00:00:00
2013-04-01,2013-04-30,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,199385.81467982096,0.0054351317345002,0.1208053709549565,211313.093171273,0.0106435878516522,0.1167720627860131,108.16720452335,0.0054182807494076,0.1027864394231445,115.46875128355,0.0134346280197084,0.1022620684156099,428856.730748249,-0.0069922043195848,0.0948970131586854,492085.263273,-0.0094181762753502,0.0885356931393139,539426.019308358,0.0210797086883429,0.0745113184937167,1806694.56747921,0.0057832195900087,-0.1447292929818029,4.26869693462027,0.0491788022802905,-1.2035233467421396,63.5024060077448,0.0,-19.0,0.974473624289805,1.3099405618000048e-05,0.01165303800599,0.225303837721475,-0.003553920314419,0.045479150175347,0.0537612027667632,-0.0023992271794891,-0.0071445901112991,0.181381858441096,0.0025383526560019,0.0560350805211879,,,2024-08-14 00:00:00
2021-01-01,2021-01-31,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,286595.414553509,0.0040487285808115,0.067285496015115,302566.622809799,-0.0093749654303232,0.0912730189880353,251.533238680994,0.0100334578604688,0.1064403789673287,271.459661966308,0.0066650418125917,0.1473513400949291,74577.23662193249,0.0247214105127779,0.3074461795336707,82109.7766932755,0.0324875790253638,0.204867953139854,78611.06624654491,-0.0688156696802821,0.1017461577980709,156444.63974535,-0.0647327213106516,-0.0776583962674932,2.0673980756708694,-0.2498957726274899,-0.8834742802231202,35.349626239319,-2.0,-9.0,0.989445726427399,0.000719952132177,0.007601792694044,0.267573168009794,0.005155659478553,0.077002058055282,0.105225033474086,-0.0060259420650149,-0.009378399515165,0.4274423822274279,-0.020976191748262,0.0616169655252979,,,2024-08-14 00:00:00
2017-05-01,2017-05-31,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,230694.73807552896,0.0118888631135347,0.0729237556960278,244091.035942582,0.0097442718971372,0.0640566026691693,197.211762165224,0.0177691993506139,0.077189308748411,208.161308965274,0.0132315741716655,0.0592258188794547,60018.9537909164,-0.0090922877326727,0.0273342340667894,68612.8190147029,0.0255387821436063,-0.0455928110402237,70682.3431606782,-0.006988393816362,0.0048191357670726,166606.329222216,-0.016902457048985,-0.1424277019628033,2.8227275748964,-0.03723704059079,-0.5242286300216703,39.9591023031446,-1.0,-8.0,0.980517936476749,0.000836295279488,0.004703137371,0.22026106101883,0.001443737573524,0.022742721118019,0.0902010762388685,-0.0035393235592453,-0.0086223963687857,0.3580551163032579,0.007273315558177,0.0673376044296559,,,2024-08-14 00:00:00
2014-07-01,2014-07-31,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,187861.87887944,-0.0083690604637368,0.0464581545828841,199954.20806592496,-0.0059494195784846,0.0457892332925089,160.717262811359,-0.010346068301498,0.0537596481822981,172.234154537527,-0.0030155459194881,0.0565132203241118,53325.9257615355,0.0089440994359097,-0.0049883011533601,59475.1329173848,-0.0702076930847748,-0.0553294792203786,67125.9565714547,-0.0122159100372644,0.0153677379905741,215462.23917249296,0.0158629758002879,0.0479474823409378,4.15405357537799,0.2256054815016299,0.1868697947439099,55.3364757133161,-1.0,-9.0,0.970537254763474,0.0004516009298239,-0.003922353365103,0.169722930881462,0.0013024774528909,-0.043960342665984,0.0749973038752328,-0.0057066253893596,0.0242473607507839,0.1967070260116499,-0.002445486920738,-0.0048935557878929,,,2024-08-14 00:00:00
2023-09-01,2023-09-30,30,national,11,1400,t, National,National,U.S.,US,Townhouse,13,365974.575226762,-0.0126779610370251,0.012319726692556,371502.11185548495,0.0091234427259028,0.0240455829647865,228.551288589615,0.0002131178068009,0.0256350901334925,229.538576145216,0.0048426431725305,0.023960843218248,42368.6637770504,-0.017657183597309,-0.1016177430724988,46867.181601606,0.0204262124721064,-0.0518640965581471,52523.0905578667,0.0429127812281671,-0.0293508613239052,88794.9562701948,0.0454281787492634,-0.1190093488036474,2.0888065663945894,0.0073062046857099,0.0111691594135097,29.8962556331999,0.0,-2.0,0.999903522433039,-0.0008295700274609,0.002719624383519,0.355873139366059,0.002423585385269,0.020369356059728,0.1276785962996029,0.0057073846810329,-0.025636504735803,0.4914549364499369,-0.009789795937571,0.0413927450683239,,,2024-08-14 00:00:00
2023-01-01,2023-01-31,30,national,11,1400,t, National,National,U.S.,US,Townhouse,13,356917.793673555,0.004136409185331,0.0318663025224363,363978.77049361094,0.0037285479044737,0.0361187829382851,222.02639218373,0.0106443145303085,0.025028372856128,224.923752776849,0.0006208743386233,0.0303261774008851,42477.4869454705,-0.0089320085961488,-0.3539631717474914,49773.326399598,0.07288433794431,-0.1989799800127348,49930.0577784776,-0.0003134041546136,-0.1571557883440909,100936.790463138,-0.0178663336866572,0.4030162868896374,2.41345870134249,-0.0542362273931997,1.3627721461369502,37.8957965814229,3.0,18.0,0.9901336736903869,-0.001649257792278,-0.0224118112119531,0.282329054047467,-0.012169370348794,-0.2504679834768359,0.1721275168263629,0.0122758822156439,0.0988287954458123,0.422294977186006,0.0149160280633219,-0.2044027239421089,,,2024-08-14 00:00:00
